reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,label
A2GI8J7RW5XTUL,B000GCN130,GB G,"[0, 0]",I have continual low blood pressure normally about 80 over 4550 and after about a week it was up to about 110 over 55 The only downside is you need to get it down fast and with a lot of water it really does have a foul very salty taste,4.0,This does help for low blood pressure,1384128000,"11 11, 2013",8
A1S8FJT0AQSF60,B005ACNPLO,C Williamson,"[0, 0]",I like shaving gels but Ive used Edge gel in the past which makes a visible lather Alphagel doesnt Its like spreading clear gel over your beard and as a result its harder to see where youve already shaved It moistens the whiskers well enough but I dont like the clarity of it supposedly a plus in the product info but not for me It also has an initial funky earthy smell that I found unpleasant It shaves well enough and Ill finish the tube but I wont buy it again,2.0,Sort of like shaving blind,1315180800,"09 5, 2011",8
ABP4CQUG5GNWB,B001H54S82,Chris,"[12, 12]",I have developed an autoimmune skin disorder on my fingers hands and the bottoms of my feet that is evil First the skin splits open as though it was sliced with glasssometimes the split is so long and deep I think Ill need stitchesits VERY PAINFUL  Then the skin around the split builds up thick and starts to peel like an onion leaving open sores  OUCH  I was going through boxes and boxes of BandAids but as soon as my hands or feet got the slightest moisture the BandAids wouldnt stick and would fall off so I was constantly reapplyingThen I discovered this tape and I dont think I could survive without it  It accomplishes several things First It works like a butterfly bandage in that it not only covers the split but because its stretchy its able to close the split and hold it in place which eliminates most of the pain Secondly IT STAYS ON even if my hands and feet get sweaty and it will even stick when Ive gotten my hands and feet wet like doing the dishes or taking a shower  Ive left it on for several days at a time Thirdly its cushiony which makes it very comfortable and provides a barrier between the sore spots and whatever I happen to come into contact with Importantly it keeps my open wounds protected from dirt and bacteria and Ive not gotten an infection since Ive been using it It is flesh colored so it is not very noticeable  Believe me I already feel selfconscious enough without looking like I have mummybandaged hands and feet  This tape does not raise a lot of eyebrows or make me feel like my condition is sticking out like the proverbial sore thumb Lastly It is also easy to wrap around and conform to places that BandAids would never dolike over fingertips or around thumbs or toes You just cut off the lengthshape that you need  Honestly Id like to be a spokes model for this stuffYes it sticks on tight and you have to be careful when peeling it off but if you get it wet first it will peel off much easier,5.0,This stuff saved my life,1318896000,"10 18, 2011",8
A3TNM3C9ENUCFW,B002CGSYPS,AMBoughey Poetmaster,"[4, 9]",My first and biggest question is What makes a bedside alarm clock cost 200 if you believe the MSRP that isor even 16999 on special offer at time of writing this review And after testing this nice little gadget that question still remainsIve rated it 4 stars for build quality and functionality it works well and does exactly what it says on the boxOne word of advice though I have a very high bed or deep mattress set so my night stands are well below head height meaning I have to set the light to brighter than most people A handy thing to remember when finding a place to set this downI cant knock off stars because of price but considering that for around the same price you could get an internet radio alarm with iPod and CD and probably a built in wireless printer just kidding it strikes me as an expensive toyAlarm clock manufacturers are always trying new ways to wake us up and I have to say Philips seems to be ahead of the curve and have our needs at heart with ideas like thisand things like the recent Blu Lite technology for example Remember projection clocks shining the digital wake up time on the ceiling Baseball shaped ones that you could actually throw against the wall to turn off Fun but then again most of them didnt cost over about 20It works well but for the price I would to have liked another input for music or a wireless internet function Im not a fan of the sound of a stream running or the jungle to wake me up Im afraidBottom line if you can afford one go for it I suspect like most people with 16999 to spend this will be well down on the list of priorities,4.0,Nice idea but an expensivetoy to most people,1253750400,"09 24, 2009",8
A274MXTX3DYLUV,B001LF39RO,BB Indiana,"[3, 3]",I was using fish oil that cost several times this  I researched and found they both had the same specifications and both a lemon taste This bottle is much larger than what I was purchasing for more moneyNo problems taking it and keep it in the fridge to extend the life and makes pouring easier  It has a no drip insert and a long shelf life when refrigerated  I will purchase more as needed  I take 2 teaspoons in the am,5.0,Very good product,1282521600,"08 23, 2010",8
A16WZMYRIL6CWH,B00KE7CCLY,Linda Haward,"[1, 1]",I am happy with the product No side effects I have seen some ok weight lostIt does seem to help with energy I have lost a good amount for only taking the product for a short period of time I would say that losing 25 lbs in a week is really goodhighly recommended ,5.0,No side effect amazing works ,1402531200,"06 12, 2014",8
A3TAS1AG6FMBQW,B000PRUPEY,Jeri Zerr formerly a Road Warrior of the Nth,"[6, 8]",I foundWellesse Joint Movement Glucosamine With Chondroitin and Msm 338 fl oz 1000works great at keeping joint issues at bay  If I start to feel pain or discomfort I realize its been awhile since Ive taken any  Once I resume the pain subsides usually within a few days to a couple weeks  I have large German Shepherd Dogs  they love the taste and it helps resolve the older dogs joint stiffness  If it tasted better or they used fewer ingredients like Sucralose I would increase to a 5 star rating,4.0,Definitely improves some joint issues great for large dogs too,1331078400,"03 7, 2012",8
A2UMGZOGQRZU7Q,B00066D57I,DrJohnnay,"[0, 0]",Very pleased with the ProStretch  Use to stretch achilles tendon and hamstring  Durable and very easy to use  I recommend it,4.0,Effective way to stretch calf,1379203200,"09 15, 2013",8
A1XPDL66H3FAOK,B001TSNA8G,Chad K,"[0, 0]",This product does not work well for very fine and short hair  I wanted to use this product to remove eyebrow hair as soon as it is visible  It does not grab short hairs at all rather it breaks them off leaving a little visible  If you need to grab long hairs it holds very well  I bought tweezerman after being disappointed with this product and have found that it works much better  I was hoping for a more diverse and quality product from a brand name like revlon,2.0,Does not work well for fine short hair but holds well,1389139200,"01 8, 2014",8
A1BO59JIOSXMEL,B00AYE5EU8,Duane A Priest,"[0, 0]",Being a native Saint Louisan I would be in sincere trouble if I didnt show loyalty to the local Energizer brand  However based upon years of experience I find that I still get the best service from Energizers products versus any other manufacturerThis package was a very good deal pricewise  Based upon the dates of the batteries they are freshly manufactured and not something thats been sitting on a shelf for a few years  Of those Ive used theyve worked quite wellMy one complaint would be the packaging  This is an environmentally friendly package using a lightweight cardboard base and plastic wrap to contain the batteries  I bought 4 sets of these and each time I attempted to open them I ended up with a pile of batteries around me  Fortunately Ive purchased the larger blister packs in the past and I ended up reusing the pack from the previous purchase to hold these new batteriesI dont hesitate to recommend these batteries they work great  The packaging needs help but thats a small price to pay to get an inexpensive yet durable product,5.0,Excellent batteries for a native St Louisan,1386547200,"12 9, 2013",8
A2WUHKA1I75SL3,B004L4EING,Jeremy,"[0, 0]",I found this set while looking for a stand brush and some shave soap  For the price this was the best deal I could find  The soap is good although I rarely use it having also purchased some higher rated soap  The brush works great the mug is excellent to have and the stand keeps the brush dry between uses and the razor in a safe place,5.0,Great starter set for safety razor shaving,1404086400,"06 30, 2014",8
A253IOATGMT2UP,B004331RDY,R Beaton,"[1, 2]",These are not worth the cheap price Im sending back Upon opening I smelled machine oil The glasses each smell like oil They apparently dont bother to clean them after manufacturing After removing the sticker from the lens they were cloudy and despite cleaning they were still not clear These were too good to be true Sorry Amazonfail,1.0,Terrible Smell like machine oil Cloudy lens,1380585600,"10 1, 2013",8
A2RPVYLTOWGGRP,B00AYE5EU8,redbirdonthebat,"[0, 0]",Love these batteries Great to have this time of year with all the spring storms in the Midwest I have bought cheaper batteries and are not satisfied Always go back to Energizer Perfect for flashlights and remote controls Also when your battery operated clock needs a new battery use one of your old ones that you just removed Has enough juice to run it for quite awhileJust noticed a 5 coupon for these batteries but they are out of stock right now That is a very good deal,5.0,Great batteries,1366070400,"04 16, 2013",8
A2Z10VASC6J6LK,B0076HMBXO,Agatha Coronado,"[1, 1]",Our previous dishpans were too shallow to cover certain items even when filled to the top For example the carafe from our Cuisinart DCC2650 coffeemaker would always stick up out of the water This dishpan solved that problemIts depth is great and allows everything we put in it to actually be covered with dish waterIt easily rinses clean after useOne thing Id like to warn people about is that its VERY heavy when completely filled with water If you lift it in order to dump the water theres definitely potential for crackingbreaking its lip What we do is scoop out some of the water first to reduce the weight and then lift the pan to dump out the rest Its been in daily use for four months now and has no cracks but I think it would if we werent doing our scooping routine,5.0,Finally a DEEP enough dishpan,1355875200,"12 19, 2012",8
A201ORWJWO4XCI,B000I1HNEM,Enthusiast,"[12, 14]",This Mag Chloride solution is fabulously healthy Most people should take at least 400 mg of magnesium twice a day The problem is how to tolerate itYou can always mix it in juice which is okay but I have found an even better way to to consume it without inducing stomach upset1 Find the new natural and safe sweetener called Nectresse in your market Its made of erythritol and monk fruit and its terrific2 Dissolve a packet of Nectresse in a small amount 34 oz of warm water3 Add 45 ml of MegaMag Slam it down This will give you 400500 mg of magnesium4 Drink something else to chase it down Youre all set,5.0,Magic secret to taking this FABULOUSLY HEALTHY product without stomach upset,1352505600,"11 10, 2012",8
A3UJWOXYYXX5TC,B005V22SEI,Muriel A Troyner,"[0, 0]",I like this oil and its many uses They say 34when in doubt use lavender34  I completely agree This is a good quality oil,4.0,Sweet dreams,1362614400,"03 7, 2013",8
A1BUES4LG08Z51,B002XDQSSK,Inconclusive Panda,"[0, 0]",I cant proclaim that my life has changed or that Ive noticed any specific difference or improvement in my life as a result of taking these omega3 supplements daily but I just wanted to chime in and say that theres no fishy scent or algae scent as the case may be at all Im extremely sensitive and disgusted by that smell so Id notice No smell no taste no burps and its vegan Perfect for me,5.0,No fishy smell taste or burps,1377561600,"08 27, 2013",8
A3SMD3T0QTN109,B00D05VGC8,Dustin Farahnak,"[0, 0]",This was a dead simple test and represents an advancement over testing kits of the pastInstead of waiting for a faint line on a chemical reaction strip you get a digital hourglass indicating you wait and then a clear digital message for the test results  You get additional information about the predicted age of a positive pregnancyIts a bit more expensive than some of the other tests but given how often you need these its not a bad tradeoff to get a well made and reliable test  In my opinion the main source of failure for these tests will be the user so simplicity is a big plusWere trying to start a family and while its an exciting process and I doubt the old school tests would be a challenge its nice to keep this aspect easy  Other tests feel like a downgrade in quality,4.0,Dead simple to use,1385510400,"11 27, 2013",8
A1J236FHAXP0YG,B004V31FPG,joyful0310,"[0, 0]",I have purchased so many different kinds shapes styles brands of these and we seem to like these the best  I say we because it helps me sleep better and he snores less,5.0,These work the best,1400112000,"05 15, 2014",8
A1UA88988U8JP,B000GG5OY0,lynn,"[0, 0]",i really like the fact i only need 1 capsule for a full dose the name brand is in half doses this works just as well and helps my allergies it also makes me fall asleep on those nights i am tossing and turning it has the same active medication as the new just for sleep medicines without the high price tag,5.0,works fine,1400284800,"05 17, 2014",8
A3H7NPNDMGLOU4,B0007A2E0W,Amazon Enthusiast The Lucky One,"[56, 61]",Ive suffered from a relatively mild case of inattentive ADD Attention Deficit Disorder all of my lifeWhat does this mean  Well while it makes me creative curious and happy in my own little world it can mean that Im occasionally distracted from the main task at hand and sometimes its a challenge to fully focus my mental energies some days are better than others especially for REQUIRED but dullboring mental tasksI address MOST of my problem with LISTS timers a high protein diet mental discipline LOTS of exercise and a healthy supplementation plan  I dont use any prescription medications though many ADDers do  Add strong black coffee as needed  Recently Ive added this Jarrow vinpocetine Id previously tried another brand which did NOTHING for me it was in tablet form this is in CAPSULE form  WOW  This stuff really worksI find that its easier to think and stay on task when I take this Im doubling the label dosageI take 2 pills 10 mg twice a day  I researched dosage levels FIRST as you shouldAccording to my research vinpocetine helps increase not only the blood circulation to the brain BUT ATP production in the brain  This means simply more BRAIN ENERGY  I can tell you as an inattentive ADDer I can most DEFINITELY feel the difference  10 mg of vinpocetine does for me what a whole pot of strong black coffee did before but without any jitteryness  My mind has its perfect relaxed focus with this addition to my ADD supplement regimenFrom what Ive learned from Dr Daniel AmenHealing ADD The Breakthrough Program That Allows You to See and Heal the 6 Types of ADD most inattentive ADDers suffer from a specific low blood flow to the prefrontal cortex bummer  So it makes a lot of sense that something that would increase energy production and blood flow would help this problem  This is probably why exercise helps me SO muchIm impressed  I will most likely use this for the rest of my life  If you take blood thinners coumadinpradaxaaspirin etc talk to your doctor before taking vinpocetine since it does have a bloodthinning effect  I also found in my research that vinpocetine is a recognized treatment for victims of strokeMost enthusiastically recommended this is my supplement find of the year hands down  If you have any questions please leave a comment  Ill help if I canUpdate 4913  BTW need proof vinpocetine helps inattentive ADD  I had a backlog of reviews I felt I really needed to get done  I completed TWELVE detailed reviews in 3 days my usual rate is a couple of reviews every week or two  If you have inattentive ADD you KNOW thats a miracle  LOL Update 6513 Still having great results with this supplement  I have found however that the 5 mg dose twice a day is better for me because after about 3 weeks of 10 mg2x the 10 mg dose started to give me an upset stomach  This also seems to work best when taken with food rather than on an empty stomach which could make me feel slightly nauseous  Even a small piece of chocolate will mitigate that problemUpdate 1214  Just an FYI for my fellow inattentive ADDers If you take the time to read through the Comments section following this review youll see we started a Forum discussion about other things that have helped our ADD  Heres my Laundry List hope its usefulI wish Id known these tips myself 20 years ago  didnt have to figure them out for myselfby myself  You may have to copy  paste this link into a new browser window httpwwwamazoncomforumtop20reviewersrefcm_cd_et_md_pl_encodingUTF8cdForumFx2Z5LRXMSUDQH2cdMsgIDMx2BI3AVWG3QFLXcdMsgNo105cdPage5cdSortoldestcdThreadTx3035AV08H1C4HMx2BI3AVWG3QFLX,5.0,Wow  Speeds Up Thinking for This ADDer,1365206400,"04 6, 2013",8
A33FE8NR17Y1AE,B001G7QVO0,Caralucy,"[0, 0]",I have had low estrogen for years I still havent done the menopause thing but my doctor has said I am perimenopausal for at least 10 years I have dealt with PMS night sweats and various other symptoms over the years but the one that has brought me to my knees is the dang anxiety For the past four years it has been awful I didnt realize it was cycle related until I was doing some research on line I found several lists of symptoms of low estrogen and I think Im the poster child Well my research pointed me in the direction of Black Cohosh I tried it for a little over a month and was dismayed at a five pound weight gain that seemed to land right on my tummy I am a very fit 50 I exercise and eat right so that five pounds was a pretty big deal to me I switched over to NewPhase and within 2 weeks the tummy was back to normal yay I have been on NewPhase for about a month now The anxiety is better not totally gone but a big improvement I am very hopeful that the blend of herbs in NewPhase will be a good balance for me and so far so good I will update my review when the second package is gone Im giving it four stars for now hopefully I will be able to up it to 5UPDATE Well my two months are up and and I am giving up on this product The anxiety is way better but there are side affects and its just not worth it I am now having acne for the first time in my life It started out fairly mild but holy mackeral it is now out of control Using acne medications help but dry my skin out terribly The other problem is that the girls are unbearably sore for a week to two weeks out of the month Its so bad it hurts when I walk and if they accidentally get bumped Yowwie If the anxiety was completely gone I might man up and stick with it but I just cant do it The search continues,2.0,Not worth the side affects,1353283200,"11 19, 2012",8
A2M4VLDFMY3ZYD,B0006II760,suzette ballagh,"[0, 0]",They were pretty good  I noticed a little increase in my energy levels I will order again It arrived early and very satisfied,4.0,They seemed to increase my energy,1375488000,"08 3, 2013",8
A2K5RRMPICZ606,B001KXZ808,,"[0, 0]",Yes its absolutely ridiculous that I would take even a few minutes to write the 2336th review of such a popular item But Im impressedThis is our households third digital bathroom scale in succession I love the instant read feature Makes weighingin FAAST Backlit display is nice I missed this feature on our previous scale Results have been generally consistent after about a month of use Fast instant read results make weighing the toddler and the dogs easyI was worried the glass construction would be a problem with my clumsy stepdad in the house Somehow our last scale with mostly plastic construction cracked along the center of the base after he began staying with us Au contrair It seems he respects the perceived delicacy of the obviously glass construction and treats this scale with respect Also he hasnt complained about it and we have not heard him fumbling with it as with the last one I believe hes either scared of breaking it or is no longer having toe tapping issues since the previous scale required a tap to zero the unit before stepping on it In any case time will tellI am a little concerned about the smooth glass surface that lacks any texture and could pose a slipping hazard to wet feet I installed a sturdy mediumduty towel rack  grab bar on the wall the scale is parked in front of just off to the side Its something reliably secure to hold on to while stepping on to or off of the scale Nothing overkill unsightly or ADAcompliant mind you  just a standard bathtowel length bar that happens to be marketed as a grab bar too that I picked up from my local hardware store,5.0,Ridiculous,1296345600,"01 30, 2011",8
A1E1LEVQ9VQNK,B001RBMTCS,J Chambers,"[3, 3]",For the last few years Ive taken Dulcolax or Colace for relief from constipation The active ingredient in each of these products is docusate sodium a proven stool softener Along with a spoonful or two of Metamucil psyllium seed husk Ive had very effective relief from constipation The problem was that Dulcolax and Colace are expensive I recently started looking for less expensive brands of docusate sodium and I ordered a bottle of Simply Right Stool Softener The cost per capsule is about onefourth that of the namebrand products making it a very good value since its just as effective Im now a very satisfied customerNote I used to occasionally take mineral oil when I took docusate sodium but I stopped when I read a warning that docusate sodium should not be used with mineral oil as the emulsifier will result in mineral oil being absorbed rather than functioning as a lubricant for the bowel walls possibly resulting in foreign body granulomas or other problems,5.0,Safe and reliable relief from constipation,1372204800,"06 26, 2013",8
A1MQQEM7W77L62,B002RL8FKW,Robert,"[0, 0]",Dont hesitate to purchase a generic form of aspirin like this aspirin is aspirin No matter how much or how little you pay you get the same thingThis is an enteric coated pill to protect your stomach in a childrens dose  So take advantage of this great deal Ive been using this product as a daily supplement Research has shown a number of beneficial effects from a daily low dose aspirin tablet Your doctor may have already recommended that you take a daily low dose of aspirin or maybe you just one take advantage of positive effects from taking low dose aspirinGet clearance from your doctor then come back to this page and take advantage of this great price and excellent product Ive had no problems with stomach upset from this medicationTwo years supply for a great price,5.0,What a deal,1340928000,"06 29, 2012",8
A3LZP17OOSEDZ1,B00012NIAG,Carl Christensen,"[1, 1]",I like Solgar vitamins as they often have formulations suitable for vegetarians both the ingredients and the capsules ie not gelatin  but I have to say that nothing is happening for me taking chromium polynicotinate  Maybe Im just an odd case  I was diagnosed as Type 2 Diabetic a month ago my opthamologist says I probably had it for years as my eyes are a bit screwy with diabetic retinopathy which Im getting fixed  I have been on a low calorie low fat lower carb diet ie I maybe have a slice or two of bread a day and have taken up vigorous exercise an hour a day of fast walking or cycling for the past month so I had high hopes for adding this supplement to my diet  My blood sugar readings are usually 180200 and I see no changes in that since starting this supplement for the past week  Nor do I notice in particular any appetite suppression etc  I took one pill a day and now up to four a day and nothing  Ill keep taking it as I bought two bottles and if anything exciting happens in the next month Ill repostedit this post with an update,2.0,Solgar Brand Is Good  But Chromium Polynicotinate Not Doing Anything for Me,1382572800,"10 24, 2013",8
A1O16J4RN90W3H,B0013OX9NC,CD music collector,"[0, 0]",I have been taking this supplement for about a month I have noticed that my eyes feel stronger and more powerful I am also supplementing with Beta Carotene I plan to order more of this 34LUTEIN34 supplement when this finishes It appears to me that it is a very effective product,5.0,Excellent product,1367625600,"05 4, 2013",8
AO43A03C1LA0K,B00COPPUZO,R Starks,"[0, 1]",When I opened the jar the cream was about a half inch from the top I just picked the package up this morning Dont feel like returning it at the moment,3.0,NOT A FULL JAR,1394582400,"03 12, 2014",8
AMBIFRHLCFVGS,B0014AI4VM,Cheryl Fontaine,"[11, 12]",I like the Spinbrush and do believe after using a Sonicare for 15 years that it does an excellent job of cleaning my teeth This rechargeable version was purchased after using a battery operated Spinbrush for a few months I dont like using batteries at all unless theyre rechargeable so went for this versionThe only two nitpicky things I have are1  The brushheads only seem to come in one size which is a bit too large for my mouth Its not bad enough to keep me from using it but I would be much more comfortable if there were a smaller brushhead I could buy2 There are two separate buttons one for on and one for off They are the same material and feel as the brush handle and are situated one below the other The trouble is when you have the toothbrush in your mouth it is hard to find the buttons because they barely protrude above the handle and feel exactly the same It seems they would be easier to find if they made the material on the buttons bumpy or put a small bead there so you could immediately find themThe Spinbrush appears to clean my teeth and massage my gums very well and the price is definitely right Ill stay with it,4.0,Spinbrush works well just a couple nits,1283644800,"09 5, 2010",8
A9SZLKDNGUZ7B,B000EOMGLI,Patricia A Monigold,"[0, 2]",It is probably a good battery but I bought them for my hearing aid because I use size 13 but they were way to big to fit  Will read the fine print better when I try to find the right one,2.0,Wrong size,1384128000,"11 11, 2013",8
A22GYJHV9OAOU6,B00H4IBD0M,TeeI808,"[2, 4]",I had high hopes for raising my T levels but this did not do that I work out a lot and take great care of my body I guess I will keep searching for that magic thing I try a lot of supplements and some work while others dont It does depend on other stuff you are taking and what you are doing In my opinion this just didnt make the cut,1.0,Waste of money or so it turned out,1405814400,"07 20, 2014",8
A2ROV66F1N7O9V,B002RL8FDO,dieter,"[0, 1]",Excellent content for price 1 softgel gives daily requirement just make sure you take it at night  if you take it in the day you can get some taste for the next couple of hours,5.0,excellent content for price,1380672000,"10 2, 2013",8
AU9FTZ6CPWBEQ,B0002YSXPS,D Anderson online shopper,"[0, 1]",I purchased this stuff in hopes that it would make the woodwork throughout my home shine and smell good without leaving too much residue It did exactly what the description said it would It brought the old foggy looking areas of the wood to life making it shine without much of a greasy feel to it plus it made the rooms smell so good I love this stuff and will continue to use it from here on out,5.0,This Stuff Is Amazing,1399766400,"05 11, 2014",8
A2AZBC16JNQA30,B000PX1YDY,Johanna Alley YogiJohanna,"[2, 2]",I had a Teeter inversion table and loved it but it took up so much space  This is out of the way and makes my back feel so good,5.0,Back feels great,1378166400,"09 3, 2013",8
A1AWX0M8R6A2I1,B0030T1NEA,CBP,"[1, 1]",I have tried just about every kind of battery in my small portable radio that I use daily when working outside on projects etc and these batteries last right up there with the best of them Oh and they are cheaper than the rest,4.0,Good batteries,1343001600,"07 23, 2012",8
A2UOHALGF2X77Q,B004UOHPK0,D Hentze,"[0, 0]",SENSA Quench Orange Crush is a decent low calorie vitamin enhanced energy drink The flavor is OK if you use at least 16 ounces of water At 12 ounces it doesnt taste very good at all It also doesnt mix very well Youre going to be shakingstirring for a while to get it all dissolved For a low calorie drink it doesnt leave any aftertaste which is good One prepared drink has about as much caffeine as a small cup of coffee and 100 RDA of vitamins A C D B6  B12 SENSA Quench Orange Crush is an OK drink but the flavor isnt great for my tastes,3.0,Just Ok,1362182400,"03 2, 2013",8
A3GK1O5S6188AJ,B0037KMI0U,Amy Willingham,"[1, 2]",Tide 3 in 1 really does everything it says it does Cleaned my clothes softens and leaves everything smelling fresh When comparing it with another detergent I have to admit that the clothes washed with Tide  Febreze feel cleaner and smell fresher In fact right when I pulled my shirt over my head I got a pleasant whiff of scent that really stays on my clothes for the entire dayWhen I compare this Tide  Febreze to Tide  Downy I have to say that the smell for Tide  Febreze lasts longer when you wear  also when in the closet BUT the Downy did feel softerGreat value for your money for it gets the job done You might find others that are cheaper but they might not work as well as this brand did for us In a household with pets we tend to get pet smells all over our clothes and especially with a member of the family working in the pet industry he can come home smelling like a monkey It is important that our clothes come out clean fresh smelling and that we do not have to rewash our clothes againAnother important factor is that this detergent washes all away so we did not have to do another load to get the extra detergent out That is really important to us for we hate it when we wash then stick the clothes in the dryer and then notice all the detergent splotches on our clothes which then makes us have to rewash everything again This Tide product does not do that to our clothes,5.0,Be Clean  Smell Clean,1398124800,"04 22, 2014",8
A1IW9LSLZFW9FK,B000HLZ8WW,ChiChi Loves Amazon Chi Chi the magic chihu,"[0, 0]",I went through quite a few of these after my surgery when I had to sit in my chair most of day I actually had to use two one on top of the other as it just wasnt enough support If it were cheaper then Id give it 4 stars but when you need to buy 2 to make it work right then only 3 stars,3.0,Wears out fast and has not enough support,1377820800,"08 30, 2013",8
AU0DPIR2VLEIC,B00422KWTQ,SK,"[0, 0]",Whole bunch of AAAs for not a bunch of cash Havent had any problems they dont seem to last any shorter or longer than any other brand Will be buying again,5.0,Cheap and Effective,1400025600,"05 14, 2014",8
APXK7VGKX8FQY,B0049Q0P9M,afrowoman When the inmates are running the a,"[26, 30]",First of all let me say Im really happy I was able to grab one of these before they became unavailableI just received it today and its very well made the spikes are sturdy and can take a heavy weight without buckling something I was worried about The mat itself is padded and the pillow completes the set perfectlyI am phobic of needles so acupuncture is out of the question for me so this was the next best thing On taking it out of the box I was worried it would be painful as the spikes are quite sharp But it wasnt and after my first session on it I felt strangely energised I tried it without a shirt but it was too extreme so I did as the instructions recommended for first time users and used it with a very sheer silk shirtI dont know if this feeling of almost euphoria is my mind playing tricks on me or not and thats why Ill be back with an update when Ive tried it some moreI have cervical neck problems and my husband has lower back pain lets see if this helps us But so far so goodPS Seller upgraded my shipping which was really nice of themPPS The spikes are sharp so make sure you dont leave the mat around if you have children or pets,5.0,1st impression  update 2 follow,1316044800,"09 15, 2011",8
AQ8DU6XVA3USJ,B0055CJ2NO,Alejandra Vernon artist  illustrator,"[1, 2]",Fenugreek has been used for millennia for many reasons inflammation digestive disorders and much more going back to ancient Egypt and India Now its still used for digestion as an antioxidant a tumor growth inhibitor and mostly to reduce blood sugar levels so its a popular natural medicine for those coping or trying to avoid diabetes It is primarily used by women but it apparently also helps men with EDIf youre on the Blood Type Diet and are blood type O and A youll find fenugreek listed as super beneficial in the SpicesCondimentsSweeteners list as well as the Herbal Tea list I used to drink the tea but my usual brand decided to cut back repackage and it now takes 3 tea bags to get near the consistency of what it was in the old boxand the same weak tea is in other brands Ive tried so I have started to take the supplements insteadNutrigold is such a dependable brand and one I trust is doing their best to put out a good product Fenugreek Gold is nonGMO preservative and pesticide free and is vegetarian The capsule is made with plant based cellulose and the fenugreek itself is organic seed powder Easy to swallow these Nutrigold Fenugreek Gold capsules are going to replace the daily tea habit from now on,5.0,A Beneficial Herb From Ancient Times to Now,1384646400,"11 17, 2013",8
A1QTI5GVSXRYTY,B002A8JO48,Theorem,"[2, 2]",Before getting into wet shaving with a safety razor I did a lot of research on what kind of razor to get and I eventually settled on this one and I couldnt be happier  I like the control and versatility that the short handle gives me and the razor has a good weight and doesnt feel uncomfortable to hold  The only thing that I would do over again is actually going for the heavier HD version of this razor as I think having the feeling of something a bit weightier would help,5.0,Great safety razor to start with,1371081600,"06 13, 2013",8
A3YJX1TWOHVDA,B001F0RDOK,Lund Wolfe,"[0, 0]",These fit the simplehuman 60 liter bullet trash can perfectly  The white looks good in the can and the drawstrings are convenient  It pulls out easily as well  They are somewhat expensive compared to cheap 30 gallon bags at Walmart but I only take out the kitchen trash about once a month so it doesnt matter  Ill buy more when these run out,5.0,good fit for 60 liter bullet trash can,1302566400,"04 12, 2011",8
A33QGRQWND3CD3,B003EOMVX8,Mr Natural Randy,"[1, 1]",I have only one flashlight that uses these babies and the way it goes through them Ill be retiring it after this batch is gone  Im sticking with AMERICAN batteries from now on  AAA or AA or forget it,3.0,CHEAP BUT DONT LAST LONG,1400803200,"05 23, 2014",8
A91TB0WX94MHP,B0077PLNNE,Carina,"[0, 2]",I just gave birth 5 weeks ago and my nurse told me I have a very high threshold of pain because I did it all pain med free So while on my maternity leave I thought I would try out this product while my baby was sleeping If I can do a natural birth I can definitely do thisWellthis is a different sort of pain Ouch did it hurt my eyes were watering And the epilator is so loud when it is on that it woke up my baby so I wasnt able to do it for a long period of time but I didnt really want toNow it may have been that I was trying to use this on too long of hair and that is why it was so painful I was using this on my upper leg above my knee and I had not shaved there for a while so it was a bit long And very painful to use this on The epilator also left red blotches everywhere it removed a hair follicle and it remained red until the next day so I had tiny red razor burn looking dots all over my legIn the long run after using it a couple times I am not sure I am a epilator type a girl I dont know why I can do a natural birth but I cringe in pain when I use this,3.0,Ouch,1343088000,"07 24, 2012",8
A16J281SJ9QXIQ,B00028LZ90,Papagigo,"[1, 1]",If you dont eat a lot of leafy greens beans fish and a variety of whole grains and seeds you probably arent getting enough magnesium This brand is very effective ingredients in addition to the calmag such as vitamin D ZincCopper Manganese and antiinflammatory It has helped me to ease muscle aches sleeplessness and itching from seasonal allergies Great to take before bed,5.0,Calciummagnesium,1342656000,"07 19, 2012",8
A1MMLBZ8HX08KX,B005YXU3NC,Honest Abe,"[0, 0]",My dentist recommended xylitol gum for me and I found the Epic Dental gum to be tasty and full of xylitol  The flavor lasts a fairly long time too,5.0,Tasty and full of xylitol,1398384000,"04 25, 2014",8
A2V6WQTGUJPJUM,B001EPQ3H4,Mizo,"[0, 0]",I am a graduate student who lives with a few roommates It can get noisy sometimes These are great for concentrated studying The noise reduction is very impressive The only things I can hear after inserting them in as per the instructions are my own breathing and heartbeat They gave me two boxes with my purchase quite a pleasant surprise,5.0,Works Very Well,1350777600,"10 21, 2012",8
A185QFJRTB5W93,B000KOPX4O,TrailsEndWild WriterResearcher,"[0, 1]",This product really does make it seem as though you get over your illness somewhat faster than normal It also seems to quell some of the more difficult symptoms No there is no cure but if you are just trying to mitigate the symptoms you might as well do it right and start early This product will help you on your way Great flavor and sugar free,5.0,Not Bad At All,1387065600,"12 15, 2013",8
